City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
140,Negotin,RS,2022-10-11 22:22:32,44.2264,22.5308,58.53,64,80,3.15
141,Yeppoon,AU,2022-10-11 22:22:32,-23.1333,150.7333,67.78,72,45,14.05
142,Pisco,PE,2022-10-11 22:22:32,-13.7,-76.2167,65.01,68,0,19.57
143,Georgetown,MY,2022-10-11 22:22:33,5.4112,100.3354,78.73,89,20,3.44
144,Cherskiy,RU,2022-10-11 22:22:34,68.75,161.3,11.68,92,99,10.58
145,Ayagoz,KZ,2022-10-11 22:22:34,47.9714,80.4392,37.85,55,51,6.51
146,Chimbote,PE,2022-10-11 22:22:35,-9.0853,-78.5783,63.81,80,13,10.85
147,Valparaiso,CL,2022-10-11 22:22:35,-33.0393,-71.6273,60.44,92,75,18.41
148,Guanica,PR,2022-10-11 22:22:36,17.9716,-66.908,83.05,90,15,8.84
149,Novikovo,RU,2022-10-11 22:22:36,51.1537,37.8879,45.32,91,100,9.89
150,Alta Floresta,BR,2022-10-11 22:22:37,-9.8756,-56.0861,76.12,75,86,3.98
151,Goderich,CA,2022-10-11 22:16:21,43.7501,-81.7165,68.92,45,1,14.97
152,La Ronge,CA,2022-10-11 22:22:38,55.1001,-105.2842,48.45,46,75,18.41
153,Kidal,ML,2022-10-11 22:22:38,18.4411,1.4078,85.96,13,12,8.72
154,Rocha,UY,2022-10-11 22:22:39,-34.4833,-54.3333,53.38,98,100,9.78
155,San Patricio,US,2022-10-11 22:22:39,28.017,-97.5169,89.55,51,69,12.53
156,Shenjiamen,CN,2022-10-11 22:22:40,29.9576,122.298,64.47,61,93,15.61
157,Daru,PG,2022-10-11 22:22:40,-9.0763,143.2092,80.56,86,56,10.22
158,Kavieng,PG,2022-10-11 22:22:41,-2.5744,150.7967,82.9,69,56,5.57
159,Aykhal,RU,2022-10-11 22:22:41,66.0,111.5,31.39,99,100,7.74
160,Bonavista,CA,2022-10-11 22:16:17,48.6499,-53.1147,50.72,66,72,23.58
161,Barrow,US,2022-10-11 22:13:28,71.2906,-156.7887,30.22,86,75,25.32
162,Lokosovo,RU,2022-10-11 22:21:23,61.1333,74.8167,37.85,86,60,8.37
163,Maksatikha,RU,2022-10-11 22:22:43,57.797,35.8825,38.53,91,11,5.12
164,Nemuro,JP,2022-10-11 22:22:44,43.3236,145.575,53.87,75,1,12.82
165,San Francisco,US,2022-10-11 22:18:20,37.7749,-122.4194,83.32,81,20,16.11
166,Airai,TL,2022-10-11 22:22:45,-8.9266,125.4092,62.49,82,100,0.89
167,Maceio,BR,2022-10-11 22:17:54,-9.6658,-35.7353,78.24,78,20,8.05
168,Havelock,US,2022-10-11 22:22:46,34.8791,-76.9013,71.55,63,20,5.75
169,Da Lat,VN,2022-10-11 22:22:47,11.9465,108.4419,59.4,99,99,2.86
170,Ilulissat,GL,2022-10-11 22:22:47,69.2167,-51.1,21.45,75,100,3.53
171,Mehran,IR,2022-10-11 22:22:48,33.1222,46.1646,78.3,21,0,8.08
172,Saldanha,ZA,2022-10-11 22:15:08,-33.0117,17.9442,60.67,94,100,15.79
173,Bambous Virieux,MU,2022-10-11 22:15:10,-20.3428,57.7575,70.05,78,40,8.05
174,Guilin,CN,2022-10-11 22:22:49,25.2819,110.2864,55.51,40,11,4.0
175,Simoes,BR,2022-10-11 22:22:50,-7.5989,-40.8178,84.16,27,49,8.37
176,Katangli,RU,2022-10-11 22:22:50,51.7102,143.2326,41.5,89,100,21.63
177,Severo-Kurilsk,RU,2022-10-11 22:22:51,50.6789,156.125,50.25,88,72,18.41
178,Salinopolis,BR,2022-10-11 22:22:51,-0.6136,-47.3561,80.87,77,73,12.12
179,Williams Lake,CA,2022-10-11 22:22:52,52.1415,-122.1445,63.05,39,75,5.75
180,Batemans Bay,AU,2022-10-11 22:22:53,-35.7167,150.1833,59.09,69,51,3.67
181,Provideniya,RU,2022-10-11 22:22:53,64.3833,-173.3,32.36,74,100,8.99
182,Bac Lieu,VN,2022-10-11 22:22:54,9.285,105.7244,75.99,93,100,7.02
183,Peniche,PT,2022-10-11 22:22:54,39.3558,-9.3811,63.28,95,1,13.02
184,Kununurra,AU,2022-10-11 22:22:55,-15.7667,128.7333,80.58,78,25,6.91
185,Yongchang,CN,2022-10-11 22:23:55,30.0381,119.7317,54.57,78,8,1.59
186,Clyde River,CA,2022-10-11 22:23:56,70.4692,-68.5914,21.43,73,75,10.36
187,Abu Samrah,SY,2022-10-11 22:23:56,35.3029,37.1841,70.27,36,0,4.25
188,Gat,IL,2022-10-11 22:23:57,31.61,34.7642,72.39,100,0,4.36
189,Kilindoni,TZ,2022-10-11 22:16:22,-7.9139,39.6668,75.67,73,4,14.09
190,Sitka,US,2022-10-11 22:23:58,57.0531,-135.33,53.49,82,100,5.75
191,Landerneau,FR,2022-10-11 22:23:58,48.4525,-4.2525,54.63,81,100,4.61
192,Lorengau,PG,2022-10-11 22:23:59,-2.0226,147.2712,82.02,59,100,4.5
193,Nikolskoye,RU,2022-10-11 22:24:00,59.7035,30.7861,44.49,88,100,8.25
194,Takoradi,GH,2022-10-11 22:24:00,4.8845,-1.7554,76.86,85,39,6.13
195,Porto Novo,BJ,2022-10-11 22:24:01,6.4965,2.6036,78.62,86,100,4.97
196,Manjacaze,MZ,2022-10-11 22:24:01,-24.7117,33.8828,69.3,87,0,5.82
197,Tilichiki,RU,2022-10-11 22:20:01,60.4667,166.1,27.28,64,64,9.75
198,Prescott Valley,US,2022-10-11 22:24:03,34.5894,-112.3252,79.09,28,20,3.0
199,Constitucion,CL,2022-10-11 22:12:04,-35.3333,-72.4167,56.14,71,64,15.41
200,Sobolevo,RU,2022-10-11 22:24:04,54.4299,31.8996,43.5,77,100,6.04
201,Varkkallai,IN,2022-10-11 22:24:04,8.7341,76.7067,78.58,89,61,4.59
202,Samsun,TR,2022-10-11 22:24:05,41.25,36.3333,56.98,99,40,3.44
203,Port Macquarie,AU,2022-10-11 22:21:11,-31.4333,152.9167,62.89,73,90,6.67
204,Healdsburg,US,2022-10-11 22:24:06,38.6105,-122.8692,97.3,53,20,5.01
205,Citta Di Castello,IT,2022-10-11 22:24:07,43.4691,12.2305,60.28,90,17,4.5
206,Puerto Ayora,EC,2022-10-11 22:24:08,-0.7393,-90.3518,73.36,85,98,5.01
207,San Pedro,PH,2022-10-11 22:24:08,14.35,121.0167,81.63,83,100,2.3
208,Guntakal,IN,2022-10-11 22:24:09,15.1667,77.3833,69.96,94,100,12.59
209,Mbandaka,CD,2022-10-11 22:24:09,0.0487,18.2603,73.08,87,98,2.77
210,Hailar,CN,2022-10-11 22:21:19,49.2,119.7,34.74,42,92,6.98
211,Kumluca,TR,2022-10-11 22:24:10,36.3703,30.2869,72.05,65,10,3.53
212,Sambava,MG,2022-10-11 22:24:11,-14.2667,50.1667,66.47,88,8,9.4
213,Tete,MZ,2022-10-11 22:24:11,-16.1564,33.5867,84.29,54,0,6.91
214,Shimoda,JP,2022-10-11 22:24:12,34.6667,138.95,65.1,74,100,17.6
215,Lompoc,US,2022-10-11 22:24:13,34.6391,-120.4579,77.14,80,20,10.36
216,Vila Velha,BR,2022-10-11 22:23:26,-20.3297,-40.2925,76.95,83,75,12.66
217,Salalah,OM,2022-10-11 22:24:13,17.0151,54.0924,75.29,53,0,4.61
218,Norman Wells,CA,2022-10-11 22:16:26,65.282,-126.8329,32.04,80,75,13.8
219,Belyy Yar,RU,2022-10-11 22:24:14,53.6039,91.3903,48.09,71,0,17.9
220,Eastbourne,GB,2022-10-11 22:24:15,50.7687,0.2845,52.72,83,60,2.84
221,Pedernales,DO,2022-10-11 22:24:15,18.0384,-71.744,85.1,66,80,2.71
222,Chara,RU,2022-10-11 22:24:16,56.9064,118.2631,33.22,97,100,0.6
223,Gusau,NG,2022-10-11 22:24:16,12.1628,6.6614,79.75,36,40,3.89
224,Milford,US,2022-10-11 22:24:17,41.2223,-73.0565,66.24,66,0,6.91
225,Talnakh,RU,2022-10-11 22:24:17,69.4865,88.3972,34.21,93,100,9.64
226,Udachnyy,RU,2022-10-11 22:24:16,66.4167,112.4,30.45,92,100,5.82
227,Tornio,FI,2022-10-11 22:24:19,65.8481,24.1466,42.82,82,99,13.18
228,Cap Malheureux,MU,2022-10-11 22:25:19,-19.9842,57.6142,69.48,73,25,3.0
229,Shushtar,IR,2022-10-11 22:25:20,32.0455,48.8567,80.29,20,0,4.9
230,Yarmouth,US,2022-10-11 22:25:21,41.7057,-70.2286,59.11,79,0,5.75
231,Marion,US,2022-10-11 22:25:21,39.7684,-86.1555,72.57,47,100,6.91
232,Chicama,PE,2022-10-11 22:25:22,-7.8447,-79.1469,59.54,71,32,9.86
233,Khanpur,PK,2022-10-11 22:25:22,28.6453,70.6567,75.7,21,0,4.32
234,Fukue,JP,2022-10-11 22:25:22,32.6881,128.8419,66.42,65,8,21.83
235,Avera,US,2022-10-11 22:25:23,33.194,-82.5271,78.39,65,98,10.56
236,Petit Goave,HT,2022-10-11 22:25:23,18.4314,-72.8669,83.91,70,68,3.02
237,Mackay,AU,2022-10-11 22:25:24,-21.15,149.2,74.68,72,80,18.25
238,Iracoubo,GF,2022-10-11 22:25:26,5.4802,-53.2011,80.29,83,60,9.28
239,Sakai,JP,2022-10-11 22:25:26,34.5833,135.4667,62.58,89,99,3.83
240,Pishin,PK,2022-10-11 22:25:27,30.5803,66.9961,54.45,13,0,1.81
241,Robertsport,LR,2022-10-11 22:25:27,6.7533,-11.3686,78.85,81,100,7.63
242,Lasa,IT,2022-10-11 22:25:28,46.6166,10.7002,58.08,91,94,1.95
243,Sur,OM,2022-10-11 22:25:28,22.5667,59.5289,79.93,37,4,7.36
244,Goma,CD,2022-10-11 22:25:29,-1.6792,29.2228,61.93,87,96,3.44
245,Miri,MY,2022-10-11 22:25:29,4.4148,114.0089,73.54,94,40,3.44
246,Vendome,FR,2022-10-11 22:25:30,47.8,1.0667,59.29,68,69,6.73
247,Dingle,PH,2022-10-11 22:25:19,10.9995,122.6711,75.42,89,100,1.95
248,Sao Joao Da Barra,BR,2022-10-11 22:25:31,-21.6403,-41.0511,77.09,83,16,16.78
249,San Juan Bautista,PE,2022-10-11 22:25:31,-14.0108,-75.7358,78.06,41,35,6.64
250,Panaba,MX,2022-10-11 22:25:32,21.2833,-88.2667,87.22,59,99,7.14
251,Balkanabat,TM,2022-10-11 22:25:32,39.5108,54.3671,66.36,74,0,6.93
252,Mayumba,GA,2022-10-11 22:25:33,-3.432,10.6554,77.02,91,100,5.55
253,East London,ZA,2022-10-11 22:12:42,-33.0153,27.9116,68.92,72,87,15.73
254,Aklavik,CA,2022-10-11 22:25:34,68.2191,-135.0107,30.33,76,78,8.37
255,Tabou,CI,2022-10-11 22:25:34,4.423,-7.3528,76.51,89,84,7.16
256,Poum,NC,2022-10-11 22:25:35,-20.2333,164.0167,76.64,71,100,8.84
257,Siedlce,PL,2022-10-11 22:25:35,52.1677,22.2901,44.74,73,39,7.0
258,Port Pirie,AU,2022-10-11 22:25:36,-33.1833,138.0167,58.37,76,100,6.78
259,Torbay,CA,2022-10-11 22:16:30,47.6666,-52.7314,48.16,75,42,7.0
260,Lagoa,PT,2022-10-11 22:25:37,39.05,-27.9833,69.87,81,36,1.83
261,Brae,GB,2022-10-11 22:16:35,60.3964,-1.353,51.33,93,100,23.17
262,Llangefni,GB,2022-10-11 22:25:38,53.2556,-4.3106,56.73,76,75,20.71
263,Isangel,VU,2022-10-11 22:25:39,-19.55,169.2667,82.51,74,75,4.61
264,Matara,LK,2022-10-11 22:25:39,5.9485,80.5353,75.83,92,24,8.01
265,Buarcos,PT,2022-10-11 22:21:06,40.166,-8.8768,61.66,94,0,6.35
266,Genhe,CN,2022-10-11 22:25:40,50.7833,121.5167,34.12,63,100,2.19
267,San Quintin,MX,2022-10-11 22:24:13,30.4833,-115.95,70.99,71,5,13.71
268,Marienburg,PL,2022-10-11 22:25:41,54.0359,19.0266,47.88,87,9,7.81
269,Northam,GB,2022-10-11 22:25:41,51.0333,-4.2167,52.25,86,100,7.7
270,Rio Branco Do Sul,BR,2022-10-11 22:25:42,-25.19,-49.3142,66.34,98,96,1.5
271,Tautira,PF,2022-10-11 22:25:42,-17.7333,-149.15,76.84,79,30,16.89
272,Askiz,RU,2022-10-11 22:25:43,53.1319,90.5264,43.32,63,100,11.41
273,Kashi,CN,2022-10-11 22:26:44,39.4547,75.9797,52.81,37,0,8.95
274,Mizan Teferi,ET,2022-10-11 22:26:44,6.9833,35.5833,58.28,94,5,3.04
275,Pushkinskiye Gory,RU,2022-10-11 22:26:45,57.0209,28.9103,45.05,90,90,6.17
276,Pavlodar,KZ,2022-10-11 22:26:45,52.3,76.95,31.8,86,0,2.24
277,Nouakchott,MR,2022-10-11 22:26:46,18.0858,-15.9785,80.53,77,69,9.84
278,Fort Nelson,CA,2022-10-11 22:26:46,58.8053,-122.7002,58.59,36,75,18.41
279,Siguiri,GN,2022-10-11 22:26:47,11.6667,-9.5,76.93,76,84,1.66
280,Tuatapere,NZ,2022-10-11 22:26:47,-46.1333,167.6833,50.67,52,65,2.17
281,Avarua,CK,2022-10-11 22:26:48,-21.2078,-159.775,80.65,74,75,21.85
282,Pacific Grove,US,2022-10-11 22:26:48,36.6177,-121.9166,68.38,86,40,11.5
283,Saint-Paul,RE,2022-10-11 22:25:58,-21.0096,55.2707,68.36,78,44,2.42
284,Barabinsk,RU,2022-10-11 22:26:49,55.3571,78.357,43.7,89,88,7.05
285,Saint-Pierre,RE,2022-10-11 22:26:50,-21.3393,55.4781,67.91,68,0,8.05
286,Iqaluit,CA,2022-10-11 22:26:37,63.7506,-68.5145,24.53,85,100,4.61
287,Namatanai,PG,2022-10-11 22:26:51,-3.6667,152.4333,83.52,66,88,4.97
288,Eyl,SO,2022-10-11 22:26:51,7.9803,49.8164,77.85,81,97,15.64
289,Tagusao,PH,2022-10-11 22:26:52,9.1924,117.8141,79.75,83,99,12.03
290,Mount Isa,AU,2022-10-11 22:26:52,-20.7333,139.5,76.77,31,59,4.61
291,Saint Andrews,US,2022-10-11 22:26:53,34.0454,-81.1293,75.29,62,75,8.05
292,Baykit,RU,2022-10-11 22:26:53,61.67,96.37,36.16,92,100,8.86
293,Hanstholm,DK,2022-10-11 22:26:54,57.1167,8.6167,53.02,80,87,17.45
294,Gawler,AU,2022-10-11 22:26:55,-34.6,138.7333,60.26,89,100,4.92
